"month","country","NI_diff","F_I_BWP","F_I","GR_NCM_log_diff","code","sub_lineage","sub_redefine","sub_richness","sub_evenness","sub_richness_redefine","sub_evenness_redefine"
"2019-12","Argentina",-1332687,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2020-01","Argentina",-1332687,0,0,NA,"ARG",NA,NA,NA,NA,NA,NA
"2020-02","Argentina",-1332687,0,0,NA,"ARG",NA,NA,NA,NA,NA,NA
"2020-03","Argentina",-1332687,0,0,NA,"ARG",1.03405608703728,1.03405608703728,3.22,0.896854967680653,3.22,0.896854967680653
"2020-04","Argentina",-1332687,0,0,1.16350653400461,"ARG",1.38902403576086,1.38902403576086,5.25,0.84552786834297,5.25,0.84552786834297
"2020-05","Argentina",-1332687,0,0,1.30345060910776,"ARG",1.07014298195964,1.07014298195964,6.16,0.594054251541374,6.16,0.594054251541374
"2020-06","Argentina",-1315836,0,0,1.34494145615125,"ARG",1.29715137572155,1.29715137572155,9,0.59035903252736,9,0.59035903252736
"2020-07","Argentina",-1315836,0,0,0.977899148046692,"ARG",1.36901772001613,1.36901772001613,10,0.594556841430775,10,0.594556841430775
"2020-08","Argentina",-1315836,0,0,0.580058897994943,"ARG",1.46443365522406,1.46443365522406,14,0.554907860011346,14,0.554907860011346
"2020-09","Argentina",-1315836,0,0,0.386491874484852,"ARG",1.57210396165929,1.57210396165929,8,0.756022196415919,8,0.756022196415919
"2020-10","Argentina",-1315836,0,0,0.22155917706573,"ARG",1.6504902443404,1.6504902443404,10,0.716798805552184,10,0.716798805552184
"2020-11","Argentina",-1315836,0,0,-0.479057215466927,"ARG",1.44965257155928,1.44965257155928,11,0.604552078651676,11,0.604552078651676
"2020-12","Argentina",74995,0,0,-0.248232555280184,"ARG",1.82535704164849,1.82535704164849,15,0.674048450396358,15,0.674048450396358
"2021-01","Argentina",74995,0.0630054520334182,0.0630054520334182,0.406305630276064,"ARG",2.09174301545628,2.09174301545628,16,0.754436818803227,16,0.754436818803227
"2021-02","Argentina",74995,0.363544551790206,0.363544551790206,-0.515859400499478,"ARG",2.04382724279001,2.04382724279001,14,0.774453521662591,14,0.774453521662591
"2021-03","Argentina",74995,0.792595181165074,0.792595181165074,0.293030655871711,"ARG",2.55970904773869,2.40847269079389,22,0.828105432507938,20,0.803967935337758
"2021-04","Argentina",74995,1.26127084332997,1.26127084332997,0.956715589697021,"ARG",2.43794521336867,1.98259433881143,29,0.724006840046027,22,0.641399905930572
"2021-05","Argentina",74995,3.00627249510174,3.00627249510174,0.246719912399234,"ARG",1.9900430435509,1.28157828344124,18,0.688507642006372,13,0.499650521252235
"2021-06","Argentina",1024564,5.55529348063732,5.55529348063732,-0.155476735392471,"ARG",1.62322933346485,0.840166106645398,19,0.551286457267448,16,0.303025868895076
"2021-07","Argentina",1024564,8.5712279648715,8.63423341690491,-0.404746506084754,"ARG",2.14032360348874,1.41082233785164,32,0.617566849730161,26,0.433020422012533
"2021-08","Argentina",1024564,16.5377796679686,16.9013242197588,-0.585284736278139,"ARG",2.31487467458045,1.57359430695315,47,0.60124309871972,40,0.426577860981127
"2021-09","Argentina",1024564,29.6246273295002,30.4172225106652,-1.27797094508677,"ARG",2.76681614172493,2.18894273250244,38.78,0.756410011793492,30.81,0.638598354409863
"2021-10","Argentina",1024564,38.1243899647776,39.3856608081075,-0.803881103810006,"ARG",2.38195192140941,2.02458986738603,21.85,0.773404466352656,17.27,0.711787920415971
"2021-11","Argentina",1024564,44.0287340615207,44.6799543632847,0.273501131455285,"ARG",2.410570687013,2.11927732447194,23.31,0.766569789544066,15.5,0.774535170599419
"2021-12","Argentina",216277,50.6143626137493,50.6143626137493,2.04342971331314,"ARG",2.07472261300168,1.7457495741322,29,0.616139097291612,23,0.556770146557223
"2022-01","Argentina",216277,54.6700452160421,54.6700452160421,2.13025412362097,"ARG",2.08676875496392,1.83517103217954,10,0.906272155288949,8,0.882530715769499
"2022-02","Argentina",216277,57.4130994539757,57.4130994539757,-1.65228011782708,"ARG",NA,NA,NA,NA,NA,NA
"2019-12","Australia",-52914,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2020-01","Australia",-52914,0,0,NA,"AUS",NA,NA,NA,NA,NA,NA
"2020-02","Australia",-52914,0,0,0.575364144903562,"AUS",NA,NA,NA,NA,NA,NA
"2020-03","Australia",-52914,0,0,5.64677110882769,"AUS",2.09628489252133,2.09628489252133,10.83,0.8829558648663,10.83,0.8829558648663
